id,ip,name,devicetype_id,location_id
4624,10.5.50.3,SW_3,1,1053
4625,10.5.50.6,SW_6,1,1053
4626,10.5.50.252,50.252 - NGVD Omnitik,1,1053
4627,192.168.73.54,73.54 - Squirrel Close UP,1,1053
4628,192.168.73.59,73.59 - NGVD B Basebox,1,1053
4629,10.5.50.254,50.254 - NGVD A Groove - INTERNAL,1,1053
4630,192.168.73.8,73.8 - WGVHS1_SEC1 - 5600,1,1053
4631,192.168.74.37,74.37 - NGVD SEC4,1,1053
4632,10.5.50.26,Block_A_BlockD_SXT,1,1053
4633,192.168.74.68,74.68 - Babin Sec1 Left,1,1054
4634,10.5.50.2,10.5.50.2 - WISH #StoneSqr1,1,1054
4635,192.168.94.120,94.120 - Amazink Basebox - GEAR WAS OFF ON CONVERT,1,1054
4636,192.168.73.189,73.189 - Stellenhurst HS,1,1054
4637,192.168.73.190,73.190 - PKF Longfolia (Only RB Access Backdoor),1,1054
4638,192.168.74.84,WOZ_BAB_TWR_B - 5350,1,1054
4639,192.168.80.164,80.164 - WGV HS3 Control,1,1054
4640,192.168.74.94,74.94 - WGV LOW OMNI,1,1054
4641,192.168.73.129,73.129 - LINKED - WGVHS2_Br,1,1054
4642,192.168.194.186,194.186 - Pajaro St - Fabian,1,1054
4643,192.168.94.121,WISH HS Br,1,1054
4644,192.168.74.65,74.65 - LOCAL,1,1054
4645,192.168.74.68,WOZ_BAB_SEC1,1,1054
4646,192.168.2.1,2.1 - Tenants on the Farm,1,1054
4647,192.168.73.186,73.186 - Shiraz SXT,1,1054
4648,192.168.73.169,73.169 - Babin PTH Base,1,1054
4649,192.168.73.178,73.178 - Stone Sqr HS,1,1054
4650,192.168.74.89,74.89 - Babin Repeater B 750,1,1054
4651,192.168.73.136,WOZ_PTH_DEV,1,1054
4652,192.168.73.177,73.177 - Stone Sqr UP,1,1054
4653,192.168.73.137,73.137 = WGVHS2 QRT,1,1054
4654,192.168.3.1,3.1 - Owners TP and PC,1,1054
4655,192.168.73.136,WOZ_PKF_WGV_B,1,1054
4656,192.168.52.1,192.168.52.1 - Dalsig Highsite Control,1,1054
4657,192.168.74.92,74.92 - Babin_Sourfig DISC,1,1054
4658,192.168.73.137,WOZ_PTH_SEC - 5150 (CUSTOM CHANNEL),1,1054
4659,192.168.74.69,WOZ_BAB_SEC2,1,1054
4660,192.168.52.11,192.168.52.11 - Dalsig - PRG Base,1,1054
4661,10.5.50.3,10.5.50.3 - WISH #StoneSqr2,1,1054
4662,192.168.73.164,73.164- PearlsP UP,1,1054
4663,192.168.73.182,73.182 - Chablis UP,1,1054
4664,192.168.74.87,WOZ_BAB_RPT_B,1,1054
4665,192.168.74.85,74.85 - Babin Repeater A Disc2 IN,1,1054
4666,192.168.73.180,73.180 - New Rest Uplink,1,1054
4667,192.168.52.200,Station WDS - Backdoor,1,1054
4668,192.168.52.200,192.168.52.200 - Backdoor - LINKED,1,1054
4669,192.168.94.125,94.125 - Amazink WAP3,1,1054
4670,192.168.74.69,74.69 - Babin Sec2 Right,1,1054
4671,192.168.73.137,73.137 - LINKED,1,1054
4672,192.168.73.130,73.130 - WGVHS2 Controller,1,1054
4673,192.168.73.183,73.183 - Chablis HS,1,1054
4674,192.168.73.165,73.165 - Pearls Place HS,1,1054
4675,192.168.94.123,94.123 - Amazink WAP1,1,1054
4676,192.168.94.121,94.121 - Amazink PVT HS,1,1054
4677,192.168.74.93,74.93 - Sourfig_Babin,1,1054
4678,192.168.94.124,94.124 - Amazink WAP2,1,1054
4679,192.168.74.88,74.88 - Babin Repeater B Disc4 IN,1,1054
4680,192.168.74.86,74.86 - Babin Repeater A 750 UP (Canary),1,1054
4681,192.168.74.90,WOZ_BAB_OMNA,1,1054
4682,192.168.73.181,73.181 - New Rest HS,1,1054
4683,192.168.73.136,WOZ_UCM_UVM,1,1054
4684,192.168.73.179,WOZ_UCM_SQR,1,1054
4685,192.168.73.187,73.187 - Shiraz HS,1,1054
4686,192.168.94.122,WISH HS Br,1,1054
4687,192.168.73.185,73.185 - Emerald Court HS,1,1054
4688,192.168.73.184,73.184 - Emerald Court UP,1,1054
4689,192.168.74.84,74.84 - Babin Tower A Disc1,1,1054
4690,192.168.94.122,94.122 - Amazink WISH HS,1,1054
4691,192.168.73.132,73.132 - WGVHS2 to WGVHS3 SXT AC,1,1054
4692,192.168.73.131,73.131 - WGVHS3 to WGVHS2 SXT AC - 5180,1,1054
4693,192.168.195.59,195.59 - Rhodes North 14,1,1054
4694,192.168.73.188,73.188 - Stellenhurst Uplink,1,1054
4695,192.168.74.94,WOZ_WGV_LOW,1,1054
4696,192.168.74.91,WOZ_BAB_OMNB,1,1054
4697,192.168.52.11,WOZ_PRG_B,1,1054
4698,192.168.73.168,73.168 - PTH Babin Base,1,1054
4699,192.168.73.170,73.170 - Babin Farm Control,1,1054
4700,192.168.73.136,73.136 - WGVHS2 RB1,1,1054
4701,192.168.73.179,73.179 - Stone Sqr Omnitik,1,1054
4702,192.168.74.87,74.87 - Babin Repeater B Disc3 OUT,1,1054
4703,192.168.74.91,74.91 - Babin Omnitik B,1,1054
4704,192.168.74.90,74.90 - Babin Omnitik A,1,1054
4705,192.168.73.132,73.132 - WGVHS2 to WGVHS3 SXT AC,1,1055
4706,192.168.74.25,74.25 - LINKED - WP,1,1055
4707,192.168.73.1,73.1 - LINKED - HS1 - SFP1,1,1055
4708,192.168.74.1,74.1 - LINKED - WGV_DAL_Br,1,1055
4709,192.168.73.2,73.2 - HS1 - WIld Peacock CRS,1,1055
4710,192.168.74.52,74.52 - Mon Desir Groove,1,1055
4711,192.168.73.2,73.2 - HS1 - WIld Peacock CRS,1,1055
4712,192.168.74.50,74.50 - WGVHS3 to Huis P RocketDish,1,1055
4713,192.168.74.50,WOZ_WGV_HP_B,1,1055
4714,192.168.73.131,73.131 - WGVHS3 to WGVHS2 SXT AC,1,1055
4715,192.168.74.26,74.26 - Wild Peacock Client RB750,1,1055
4716,192.168.73.130,73.130 - WGVHS2 Controller,1,1055
4717,192.168.73.129,73.129 - LINKED - WGVHS2_Br,1,1055
4718,192.168.74.4,74.4 - DAL Controller,1,1055
4719,192.168.74.53,74.53 - Mon Desir HS,1,1055
4720,192.168.83.33,83.33 - LINKED,1,1055
4721,192.168.74.49,74.49 - LINKED - Huis Prion,1,1055
4722,192.168.80.164,80.164 - WGV HS3 Control - CCR,1,1055
4723,10.122.0.14,Witvlakte 3.5 & 5.8 RB1100 (10.122.0.14),1,1056
4724,10.36.0.20,Zone Sec RB1100 (10.36.0.20),1,1060
4725,192.168.73.62,73.62 - Welt_Controller_951,1,123
4726,192.168.73.61,73.61 - Welt_Uplink_BaseBox,1,123
4727,192.168.73.11,73.11 - WGV Horn 4,1,123
4728,192.168.73.11,WOZ_WGV_SEC4,1,123
4729,10.71.0.196,Wolesley POP (10.71.0.196),1,1057
4730,10.71.0.121,Worcester N1 3.5 & 5.8 RB1100 (10.71.0.121),1,131
4731,10.40.0.62,Worcester NNI 3.5 RB1100 (10.40.0.62),1,132
4732,10.31.10.98,Worcester NNI CCR (10.31.10.98),1,132
